blade station,external surface (gelcoat),external surface (triax),root buildup,spar caps,aft panels,LE panel,shear webs (biax),shear webs (foam),TE reinforcement (uniax),TE reinforcement (foam),internal surfaces (triax),internal surfaces (resin)
13,0.00741091591784301,0.06167699826126614,0.0,0.11474535430028782,0.19333205629175104,0.11736378928487926,0.019295441545968718,0.25729533502131674,0.030791362668791424,0.03038609168301331,0.08429481230685985,0.08340784271802804
14,0.007800940073553169,0.06492493337474607,0.0,0.13908408446463127,0.12868478156894975,0.12035239577674173,0.02050109394543981,0.2733675241309448,0.03833642810322459,0.02891228146634497,0.08947941940278838,0.08855611769264038
15,0.007700454230726803,0.06409006108565693,0.0,0.1444110662664092,0.13286867905026223,0.11542611081487318,0.020296118344782132,0.27064371071750937,0.04320267349731766,0.025836159633241103,0.08819848060485852,0.08732648575436494
16,0.0075699075657036,0.0630041755584683,0.0,0.1607989129935204,0.13542898467912753,0.10974430980213166,0.019804909097861187,0.2640662006128253,0.04235615489351768,0.025334405279178747,0.08637640025177387,0.08551563926588952
17,0.007668600879149554,0.06382492107432261,0.0,0.1643813166727332,0.1377656843104036,0.10932388355533543,0.019269683330326668,0.25692911107101996,0.04349261624865445,0.02610916620052286,0.086063335790529,0.08517168086700212
18,0.007783283786396784,0.06477816166436225,0.0,0.16957114412684013,0.13928962049249916,0.10921690767241818,0.018626908556465056,0.2483788495548151,0.04498211357733619,0.027097490629606053,0.08560730389955688,0.08466821603970259
19,0.00814374835673404,0.06777666573341652,0.0,0.17067538160578044,0.14481710519377822,0.11196457181266391,0.018420685481156843,0.24562339017104462,0.02639906581059643,0.027904391803641626,0.08970052136766457,0.08857447266352111
20,0.008172224257725241,0.06801199395576407,0.0,0.17043961006038688,0.14324852015933048,0.1115555612438388,0.018657899686525765,0.24880249748600453,0.026982633940856343,0.024230216086229498,0.0905266258326318,0.08937221729070687
21,0.008200316013194979,0.06824402231205284,0.0,0.17018515791652777,0.1415634677786829,0.11109376665681067,0.01889532828201008,0.2519811971419825,0.02759009327190666,0.02076954442230236,0.09134158475249451,0.09013552145203552
22,0.008237621355564002,0.0685526664023577,0.0,0.17006079791354028,0.13994992322271635,0.11071933587758766,0.019154503393839208,0.2554355010689937,0.028249193003601,0.016194008458676856,0.09235130434341593,0.09109514495970877
23,0.00811786702139211,0.0675543059535278,0.0,0.1665321096540002,0.13493614335915588,0.10882254376978845,0.020159386897759663,0.2688155604968364,0.024024102518197494,0.014835376498592786,0.09373320140643823,0.09246940242431125
24,0.008103321556988164,0.06743070003223507,0.0,0.16669230213000708,0.1318135409248315,0.10847706494709851,0.020888853015011137,0.2785443416903694,0.019543659485741053,0.011391716424877765,0.09435042139105071,0.09276407840179009
25,0.005692042750351887,0.04736419816633141,0.0,0.23263973943906274,0.18067628388180587,0.1500439641988022,0.015553459878648538,0.20741257076293068,0.020562740280387064,0.011037668278969097,0.06500131203688835,0.06401602032582243
26,0.005778601865877086,0.04808239229568864,0.0,0.23687360632375165,0.1790626300345573,0.14921274194307152,0.015328671314043314,0.2043797349081713,0.018881123426256006,0.012394491481172215,0.06551146345819842,0.0644945429492125
27,0.005883499406904561,0.04895304537836184,0.0,0.24186639814005162,0.1775171208783396,0.14869191023664438,0.015095222135562242,0.20130388895132895,0.01544039872035851,0.013908942648478969,0.06619482020048661,0.06514475330348286
28,0.005996239350623276,0.0498889399184336,0.0,0.24706299663042477,0.1756820698016131,0.14830500551933443,0.014822832175670216,0.1976643076732268,0.01304665123671919,0.015181230648884025,0.06670203817799289,0.06564768886707749
29,0.006499297978747204,0.05406585047111468,0.0,0.245307999820728,0.17201939592999518,0.15013754393738737,0.014531761847092501,0.1937875429021826,0.007762750260821414,0.01838776540015175,0.06939915703987866,0.06810093441190057
30,0.007410953135412809,0.06163815292787102,0.0,0.24280693227786276,0.18856246941708782,0.15990721559616083,0.011656007312965745,0.15541343083954304,0.009269873943509853,0.020525127496834113,0.07192863766095396,0.07088119939179803
31,0.0078120654274904085,0.06496981138707057,0.0,0.24610542959163428,0.1771518624941711,0.15205859085098025,0.0119121112520978,0.1588282210971343,0.009943510714202393,0.021909248903382184,0.07521478945252112,0.07409435882931577
32,0.009088446427715714,0.07556537562693016,0.0,0.22424093100201342,0.1525657378231138,0.13759302880131286,0.013237825232908427,0.17664063253430456,0.012242085229677303,0.02684368715671027,0.08669522072119906,0.08528702944411433
33,0.010856042933931474,0.09024191789960863,0.0,0.20252853245646174,0.11195386972621083,0.10641394208169878,0.01556462172507175,0.20770743742794417,0.015229982715011347,0.033430451013278024,0.10391546807902743,0.1021577339417559
34,0.014010217877630533,0.11636881566284325,0.0,0.147377436874724,0.054146650969917165,0.06114237433712107,0.019070413787335917,0.2542721838311452,0.02195774276969213,0.048477730186975876,0.13281793855061969,0.1303584951519951
35,0.015969643639709923,0.1325500411501693,0.0,0.0965251566162248,0.030800276316066265,0.04190726814393637,0.020813313579911782,0.27779014057408175,0.027002232370927668,0.05996226355354405,0.14988492447112245,0.1467947395843056
36,0.018819053114620014,0.15572380333640223,0.0,0.08123392539523881,0.0,0.01451044734672788,0.019830276107108462,0.2649540339133023,0.03710295350746456,0.08360977183713204,0.16442629963850436,0.15978943580349947
37,0.027403002506928956,0.22607091698113274,0.0,0.1182479292881627,0.0,0.027961199525165098,0.0,0.0,0.057989661519883606,0.1321103098022256,0.2071795449080487,0.20303743546845257
38,0.027942675692750357,0.2291283881003533,0.0,0.12061632873734252,0.0,0.028145643591647736,0.0,0.0,0.05688044498574489,0.1287245352349168,0.20672356383703774,0.20183841982020653
39,0.0291281123725512,0.23540617156405208,0.0,0.12567396107266596,0.0,0.028542369418061694,0.0,0.0,0.0560256484642545,0.12102529797002706,0.20579143574416117,0.1984070033942263
40,0.10927570758200959,0.6961023146898807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11369094123338289,0.08093103649472681
